,grade,@search.score,normalized_pageview,tableCount,sectionCount,@search.features.searchTerms.uniqueTokenMatches,@search.features.searchTerms.similarityScore,@search.features.urlPath.uniqueTokenMatches,@search.features.urlPath.similarityScore,query_id,title_length_in_words,title_length_in_chars
3734,10,0.3042735566860343,0.7807800632449918,0.41563422629818186,1.644368536763838,0.0,0.0,0.0,0.0,0,-1.1895222157453642,-0.9835733673308722
3735,8,0.5912697395679882,-1.47526936144686,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0.0,0,0.44730528078111165,0.02007444749317332
3736,6,0.0,-1.116368890290762,0.41563422629818186,-1.0685216155658543,0.0,0.0,0.0,0.0,0,-0.4878930103874749,-0.208504800392331
3737,4,0.9999999999999999,-1.2420605724635014,-5.199337582605575,-1.0685216155658543,0.0,0.0,0.0,0.0,0,-0.4878930103874749,-0.7039217888285133
3738,3,0.24871086510940202,-1.280981397513278,-5.199337582605575,-1.0685216155658543,0.0,0.0,0.0,0.0,0,0.44730528078111165,0.35749573205332313
3739,2,0.0022963968030502158,0.2839366191845316,-5.199337582605575,1.2180019723677067,0.0,0.0,0.0,0.0,0,-1.1895222157453642,-0.9835733673308722
3740,1,0.48908720067073086,-0.4417658421101638,1.1117020775386441,-0.06151263655249807,0.0,0.0,0.0,0.0,0,-5.199337582605575,-2.156674553626772
2891,10,0.3883851375171872,-1.2696643851806635,-5.199337582605575,0.7799242980174864,0.0,0.5155942978751095,0.0,0.0,1,-1.7560546411295914,-1.6640817375143429
2892,9,0.28040954851498645,0.5525368703489748,1.1117020775386441,-0.766391408313155,0.0,0.41522669668212375,0.0,0.0,1,-0.4878930103874749,-1.1400769252954
2893,8,0.0,1.4729379626876022,-5.199337582605575,-5.199337582605575,0.0,0.5657730873889321,0.0,0.0,1,-1.1895222157453642,-1.7679032638816
2894,7,0.35733957166219055,0.4247853894046485,-5.199337582605575,-0.766391408313155,0.0,0.5163468302553166,0.0,0.0,1,-0.7901683975457864,-1.397836528971104
2895,6,0.45527353145432925,1.3219458408567006,-5.199337582605575,-0.06151263655249807,0.0,0.6417201863635568,0.0,0.0,1,-1.1895222157453642,-1.824555935803749
2896,5,1.0,-0.00901393711149826,-5.199337582605575,0.5437891346358888,0.0,1.0,0.0,0.0,1,-1.7560546411295914,-2.0431151448021527
2897,4,0.12790764751663408,0.5023951241543645,0.41563422629818186,1.39120205536241,0.0,0.0,0.0,0.0,1,0.16891199278645552,-0.7697613987560095
2898,3,0.17115570922463297,0.7503034218116961,0.8607252382582696,0.2678837675840495,0.0,0.3052370511796837,0.0,0.0,1,-0.14477960565136005,-1.0663039018153317
2899,2,0.4906291676001717,-1.7619480328408437,-5.199337582605575,-0.4183712879116543,0.0,1.0,0.0,0.0,1,-0.7901683975457864,-0.634851110209644
2900,1,0.2537944541690387,0.8735150946146939,0.41563422629818186,1.8179677041735673,0.0,0.32672694001542657,0.0,0.0,1,1.4903351443303179,0.9051888168927786
2621,10,0.9767953527679074,1.3219458408567006,-5.199337582605575,-0.06151263655249807,0.0,1.0,1.0,1.0,2,-1.1895222157453642,-1.824555935803749
2622,9,1.0,0.8153314761541857,-5.199337582605575,0.5437891346358888,0.0,0.7097669568757239,1.0,0.7999999917291961,2,-1.1895222157453642,-1.824555935803749
2623,8,0.0,-1.2696643851806635,-5.199337582605575,0.7799242980174864,0.0,0.3274037405574728,0.0,0.0,2,-1.7560546411295914,-1.6640817375143429
2624,7,0.0693935308788769,-1.184446818906046,0.8607252382582696,1.0103819916421055,0.0,0.7116723378369212,1.0,1.0,2,-0.7901683975457864,-0.9835733673308722
2625,6,0.5637379056608975,0.7503034218116961,0.8607252382582696,0.2678837675840495,0.0,0.5388226869042543,1.0,0.7071067274656212,2,-0.14477960565136005,-1.0663039018153317
2626,5,0.6805163079460916,0.8735150946146939,0.41563422629818186,1.8179677041735673,0.0,0.45098105112332876,1.0,0.7999999917291961,2,1.4903351443303179,0.9051888168927786
2627,4,0.7110155411746133,0.5525368703489748,1.1117020775386441,-0.766391408313155,0.0,0.6229279625300284,1.0,0.7999999917291961,2,-0.4878930103874749,-1.1400769252954
2628,3,0.4502681503338737,1.6347891991819394,-5.199337582605575,0.5437891346358888,0.0,0.2764541118188415,1.0,0.4999999896614952,2,1.2153720472997755,0.85709679665622
2629,2,0.46903597689958887,0.5023951241543645,0.41563422629818186,1.39120205536241,0.0,0.0,1.0,0.69999995657828,2,0.16891199278645552,-0.7697613987560095
2630,1,0.7167761599975275,0.5182452104807832,-5.199337582605575,0.2678837675840495,0.0,0.7676973572998256,1.0,0.7999999917291961,2,-1.1895222157453642,-1.6022103183576308
5455,10,0.5672086442806675,-0.050513503224619005,-5.199337582605575,-0.4183712879116543,1.0,1.0,0.0,0.0,3,1.9681650597944014,1.255742874240194
5456,9,0.9999999999999999,-1.9184414850132288,0.8607252382582696,-0.06151263655249807,0.0,0.0,0.0,0.0,3,-1.1895222157453642,-0.8355583582575467
5457,6,0.0,-2.7474533072977243,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0.0,3,0.9614293430232357,1.255742874240194
5458,2,0.853676676038931,-2.7474533072977243,0.41563422629818186,-0.4183712879116543,0.0,0.0,0.0,0.0,3,-0.4878930103874749,0.16763953501309753
5896,10,0.7889608256856652,1.0927440840330247,-5.199337582605575,0.2678837675840495,1.0,1.0,0.0,0.0,4,1.4903351443303179,0.9051888168927786
5897,9,0.9544744133532664,1.8803524454038238,1.2895780606891756,-0.4183712879116543,1.0,0.8557977116717156,0.0,0.0,4,1.7444475421409682,1.9344888386314079
5898,8,0.0,1.7527074697051912,0.41563422629818186,-0.06151263655249807,1.0,0.18854628717186245,0.0,0.0,4,0.715217795675016,0.5657384816732591
5899,7,1.0,0.748725386035998,1.5756125802060135,0.5437891346358888,1.0,0.9937262741764665,0.0,0.0,4,2.4085503704175797,2.5140622121890495
5900,6,0.7197300711933816,0.12180900760949238,-5.199337582605575,1.5336120376100353,1.0,0.5080005088153502,0.0,0.0,4,0.715217795675016,0.35749573205332313
5901,5,0.020649131423785688,2.2058956012193596,0.41563422629818186,-0.4183712879116543,1.0,0.39144070243933865,0.0,0.0,4,-0.14477960565136005,-0.4473052807811118
5902,4,0.002013239337851108,2.1696940641754074,-5.199337582605575,-5.199337582605575,1.0,0.21274408106450615,0.0,0.0,4,0.715217795675016,0.9051888168927786
5903,3,0.029355868658739556,0.9033006222888622,-5.199337582605575,1.2180019723677067,1.0,0.5131579936560003,0.0,0.0,4,0.715217795675016,-0.033879835403491765
5904,2,0.5677018316079547,-0.51850767852757,1.1117020775386441,-0.4183712879116543,0.0,0.0,0.0,0.0,4,1.4903351443303179,2.1079532317500678
5905,1,0.6350536841032004,-0.3796864588945706,0.41563422629818186,-0.4183712879116543,0.0,0.0,0.0,0.0,4,1.2153720472997755,1.5627214872223367
8490,9,0.0,1.2585076890467706,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,5,1.2153720472997755,0.659601627607081
8491,3,0.9391173961977808,0.8302341575863221,-5.199337582605575,-0.06151263655249807,1.0,1.0,0.0,0.0,5,0.715217795675016,0.4612146045705889
8492,2,1.0,-0.8045355367847381,-5.199337582605575,-0.766391408313155,0.0,0.0,0.0,0.0,5,-0.14477960565136005,-0.208504800392331
6902,10,1.0,0.6961365016024428,-5.199337582605575,-0.4183712879116543,1.0,0.5590170504724769,0.0,0.0,6,0.44730528078111165,0.7071400016217955
6903,9,0.6569544103333651,1.2029415976336022,2.144010667777751,2.3652476466815213,1.0,0.7288689969968433,0.0,0.0,6,0.44730528078111165,0.26268576068373706
6904,8,0.051356938017412306,1.0796899285577486,-5.199337582605575,0.7799242980174864,1.0,0.5590170504724769,0.0,0.0,6,-0.14477960565136005,0.07534534997376305
6905,7,0.5264562981090951,0.05559864509226021,-5.199337582605575,-0.06151263655249807,1.0,0.5412659006724178,0.0,0.0,6,1.2153720472997755,1.4390013150939511
6906,6,0.9910318048622979,0.7119811052447251,0.8607252382582696,1.5336120376100353,1.0,1.0,0.0,0.0,6,0.44730528078111165,0.4612146045705889
6907,5,0.4072780673542715,0.4452156744634505,0.8607252382582696,0.7799242980174864,1.0,0.8184876048025626,0.0,0.0,6,0.44730528078111165,0.85709679665622
6908,4,0.0,0.19012268985733985,-5.199337582605575,1.0103819916421055,0.0,0.0,0.0,0.0,6,-1.7560546411295914,-1.9949709708277954
6909,3,0.4922554356141071,0.5305135638641723,-5.199337582605575,-0.06151263655249807,1.0,0.5412659006724178,0.0,0.0,6,1.4903351443303179,1.786155561261078
6910,2,0.9097230965560729,0.48436320319618864,-5.199337582605575,-0.06151263655249807,1.0,0.7812500433224507,0.0,0.0,6,0.44730528078111165,0.31105901776634404
6911,1,0.5539350045254923,-1.2049354338870706,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,6,0.16891199278645552,-0.634851110209644
7172,10,0.9240234275872649,2.225823202442786,-5.199337582605575,1.5336120376100353,1.0,0.7601311779158059,0.0,0.0,7,0.16891199278645552,0.07534534997376305
7173,9,0.29640547021010333,1.3835956433265602,2.144010667777751,2.2899878321264273,1.0,0.8794529140460485,0.0,0.0,7,1.2153720472997755,0.9534930016811651
7174,8,0.7226000579938416,0.6965655727378591,0.8607252382582696,1.0103819916421055,1.0,0.9107288830409914,0.0,0.0,7,0.44730528078111165,0.85709679665622
7175,7,0.5411447516890908,-0.40627627637764385,0.41563422629818186,-1.397836528971104,0.0,0.0,0.0,0.0,7,0.16891199278645552,0.12325913203986175
7176,6,0.6224173292747573,-0.19024674536600722,-5.199337582605575,-0.4183712879116543,1.0,0.9999999999999999,0.0,0.0,7,0.715217795675016,0.26268576068373706
7177,5,1.0,1.8658520907135032,0.41563422629818186,0.5437891346358888,1.0,0.7328775189001704,0.0,0.0,7,-0.4878930103874749,-0.33352404954762194
7178,4,0.5680833321781156,0.25370322353817815,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,7,1.2153720472997755,1.3340661379646257
7179,3,0.8504858158543157,1.0738472944151372,1.786155561261078,2.1079532317500678,1.0,0.6922186440545395,0.0,0.0,7,-0.14477960565136005,-0.208504800392331
7180,2,0.0,2.3580519609282997,-5.199337582605575,1.39120205536241,1.0,0.33414612684471656,0.0,0.0,7,-1.1895222157453642,-1.4605311820132314
7181,1,0.675182932075601,0.39101425943731816,-5.199337582605575,-0.4183712879116543,1.0,0.8660253630336218,0.0,0.0,7,1.2153720472997755,1.4390013150939511
8609,10,0.15811393131390705,0.761352674464305,0.41563422629818186,-1.0685216155658543,0.0,0.5716517499369771,0.0,0.0,8,1.7444475421409682,1.3978365289711037
8610,9,0.4129029617731128,1.6909461119346054,-5.199337582605575,-1.397836528971104,0.0,0.9031215305061131,0.0,0.0,8,-0.4878930103874749,-0.568685529724306
8611,8,0.07925216117527889,1.6640817375143429,0.41563422629818186,1.0103819916421055,0.0,0.47827975792801447,0.0,0.0,8,0.44730528078111165,0.16763953501309753
8612,6,1.0,1.0062105166453408,-5.199337582605575,-1.397836528971104,0.0,1.0,0.0,0.0,8,-0.14477960565136005,-0.033879835403491765
8613,5,0.0,0.9140244707100539,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,8,0.44730528078111165,0.9051888168927786
8614,3,0.3594382503904514,1.5580442532413448,-5.199337582605575,-0.06151263655249807,0.0,0.7247448631465812,0.0,0.0,8,0.44730528078111165,0.9999859292761342
8615,2,0.25587708376807505,0.6444182493878434,-5.199337582605575,-0.4183712879116543,0.0,0.49999998582324934,0.0,0.0,8,0.16891199278645552,0.5149233167586909
1935,10,1.0,-0.5149606771958105,-5.199337582605575,-0.4183712879116543,1.0,1.0,0.0,0.0,9,0.44730528078111165,0.4612146045705889
1936,7,0.3553630243152653,-0.6077794693918961,-5.199337582605575,1.0103819916421055,0.0,0.0,0.0,0.0,9,1.9681650597944014,1.4390013150939511
1937,6,0.7273209156185899,-1.327981604121872,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,9,-0.7901683975457864,-1.529558186142137
1938,5,0.014845544337738253,-1.0103819916421055,-5.199337582605575,0.2678837675840495,0.0,0.0,0.0,0.0,9,0.16891199278645552,-0.208504800392331
